代码,名称,当前,近1月,近3月,近6月,近1年,近3年,成立来
050116,博时宏观回报债券C,1.1400,-0.44%,-1.04%,0.85%,1.54%,4.13%,22.79%
050119,博时转债增强债券C,1.1361,-1.98%,-6.34%,-12.12%,-18.54%,-26.15%,14.08%
050123,博时天颐债券C,1.1849,-0.17%,-0.25%,1.02%,4.13%,11.05%,43.78%
050128,博时安心收益定期债券C,0.9222,0.11%,-0.96%,1.20%,1.53%,8.33%,32.50%
050201,博时价值增长贰号混合,0.5038,-3.98%,-12.00%,-19.43%,-22.75%,-28.73%,43.39%
050202,博时亚洲票息收益债券现汇,--,0.64%,2.54%,-2.97%,-2.62%,12.78%,35.97%
050203,博时亚洲票息收益债券现钞,--,0.64%,2.54%,-2.97%,-2.62%,12.78%,35.97%
051001,博时价值增长混合(后端),,,,,,,
051010,博时特许价值混合A(后端),,,,,,,
051011,博时信用债券A/B(后端),,,,,,,
051014,博时创业成长混合A(后端),,,,,,,
051016,博时宏观回报债券A/B(后端),,,,,,,
051106,博时稳定价值债券A(后端),,,,,,,
051201,博时价值增长贰号混合(后端),,,,,,,
070001,嘉实成长收益混合A,1.0218,-4.41%,-17.09%,-23.45%,-19.27%,-5.57%,791.50%
070002,嘉实增长,8.7672,-4.77%,-11.28%,-8.25%,-5.76%,-2.38%,1093.55%
070003,嘉实稳健混合,1.0672,0.94%,-4.37%,-14.09%,-12.32%,2.02%,310.50%
070005,嘉实债券,1.2432,0.65%,1.72%,3.07%,5.26%,12.26%,173.46%
070006,嘉实服务增值行业混合,4.4239,-1.66%,-10.47%,-18.16%,-19.88%,-22.33%,439.77%
070008,嘉实货币A,0.7996,0.25%,0.83%,1.80%,3.88%,10.29%,57.10%
070009,嘉实超短债债券,1.0510,0.33%,0.98%,2.81%,6.13%,10.42%,54.24%
070010,嘉实主题精选,1.1574,-4.39%,-14.57%,-22.95%,-26.06%,-22.01%,194.96%
070011,嘉实策略混合,0.8202,-8.36%,-20.50%,-32.90%,-32.77%,-36.63%,72.66%
070012,嘉实海外中国股票混合,0.7976,-4.48%,-11.21%,-13.71%,-13.22%,23.47%,-23.20%
070013,嘉实研究精选混合A,1.5007,-6.45%,-19.69%,-29.55%,-32.16%,-22.71%,221.44%
070015,嘉实多元债券A,1.1130,0.36%,-0.98%,-2.18%,-1.44%,6.92%,74.77%
070016,嘉实多元债券B,1.1060,0.27%,-1.07%,-2.42%,-1.76%,5.85%,68.96%
070017,嘉实量化阿尔法混合,1.0391,-4.94%,-15.94%,-21.41%,-26.88%,-9.72%,29.28%
070018,嘉实回报混合,1.0001,-0.50%,-13.35%,-14.54%,-10.32%,11.92%,39.43%
070019,嘉实价值优势混合,1.4009,0.72%,-8.59%,-7.45%,-0.99%,15.45%,79.96%
070020,嘉实稳固债券,1.0853,1.21%,-0.18%,-0.09%,1.60%,12.48%,47.19%
070021,嘉实主题新动力混合,1.1684,-11.81%,-14.66%,-23.51%,-25.72%,-19.19%,15.80%
070022,嘉实领先成长混合,1.5193,-5.20%,-20.29%,-28.28%,-23.67%,-11.37%,88.62%
070023,嘉实深证基本面120联接A,1.3910,-2.39%,-10.40%,-20.63%,-20.48%,12.85%,39.08%
070025,嘉实信用债券A,1.1434,0.70%,1.96%,2.42%,4.00%,9.93%,45.88%
070026,嘉实信用债券C,1.1324,0.62%,1.80%,2.16%,3.57%,8.55%,41.90%
070027,嘉实周期优选混合,1.4799,-6.37%,-17.22%,-29.42%,-32.78%,-25.00%,57.15%
070028,嘉实安心货币市场A,0.5299,0.17%,0.68%,1.51%,3.32%,8.70%,22.26%
070029,嘉实安心货币市场B,0.5973,0.19%,0.74%,1.63%,3.57%,9.49%,24.28%
070030,嘉实中创400ETF联接A,1.1119,-10.42%,-20.14%,-32.17%,-39.67%,-43.52%,11.20%
070031,嘉实全球房地产,1.1009,-6.82%,-5.08%,5.34%,-0.42%,12.98%,31.03%
070032,嘉实优化红利混合,1.2583,-4.12%,-14.94%,-14.07%,-8.24%,30.23%,143.35%
070033,嘉实增强收益定期债券A,1.0168,0.10%,0.59%,0.20%,0.68%,8.74%,36.13%
070035,嘉实理财宝7天债券A,0.6025,0.20%,0.78%,1.76%,3.48%,8.40%,26.02%
070036,嘉实理财宝7天债券B,0.6822,0.22%,0.85%,1.91%,3.78%,9.35%,28.28%
070037,嘉实纯债债券A,1.1542,0.52%,1.50%,2.92%,5.25%,11.32%,26.57%
070038,嘉实纯债债券C,1.1452,0.53%,1.42%,2.76%,5.20%,10.48%,25.50%
070039,嘉实中证500ETF联接C,0.9123,--,--,--,--,--,-8.75%
070088,嘉实货币B,0.8656,0.27%,0.89%,1.92%,4.13%,11.08%,26.48%
070099,嘉实优质企业混合,1.2445,0.16%,-16.62%,-16.95%,-14.91%,-3.95%,54.96%
080001,长盛成长价值,0.9106,-4.51%,-11.12%,-17.70%,-18.96%,-0.64%,560.77%
080002,长盛创新先锋,0.8727,-1.11%,-10.70%,-14.53%,-13.78%,-11.03%,147.18%
080003,长盛积极配置债券,1.0657,0.42%,-0.42%,-1.90%,-1.66%,5.33%,71.44%
080005,长盛量化红利混合,1.1215,-3.26%,-6.93%,-10.25%,-5.92%,18.14%,112.78%
080006,长盛环球行业混合(QDII),1.2186,-4.56%,-12.41%,-14.14%,-14.01%,7.62%,22.79%
080007,长盛同鑫行业配置混合,0.8191,-3.61%,-14.83%,-21.09%,-20.94%,-32.60%,-14.74%
080008,长盛战略新兴产业混合A,1.7117,-2.78%,-10.23%,-20.48%,-15.95%,-4.94%,79.70%
080009,长盛同禧债券A,0.9860,-0.30%,-0.30%,-1.20%,-3.52%,-3.22%,28.82%
080010,长盛同禧债券C,0.9760,-0.31%,-0.71%,-1.61%,-4.12%,-5.13%,23.71%
080011,长盛货币A,0.7741,0.24%,0.76%,1.72%,3.88%,10.55%,50.97%
080012,长盛电子信息产业混合,1.1144,-5.92%,-15.49%,-27.87%,-32.30%,-36.24%,114.99%
080015,长盛中小盘精选混合,0.6273,-3.39%,-12.80%,-19.92%,-20.73%,-40.06%,-37.30%
090001,大成价值增长,0.8142,-2.87%,-12.54%,-17.58%,-17.51%,-1.44%,568.45%
090002,大成债券A/B,1.0870,0.30%,1.29%,5.42%,7.81%,16.20%,186.58%
090003,大成蓝筹稳健,0.7454,-1.58%,-13.15%,-19.40%,-17.54%,0.00%,226.61%
090004,大成精选增值,0.8373,-3.54%,-13.76%,-18.58%,-17.90%,16.67%,535.00%
090005,大成货币A,0.6343,0.22%,0.75%,1.67%,3.70%,9.70%,49.04%
090006,大成2020生命周期混合,0.6723,0.15%,-3.45%,-6.15%,-10.64%,-12.27%,117.43%
090007,大成策略回报混合,0.8351,-5.52%,-16.35%,-23.87%,-19.83%,7.31%,255.59%
090008,大成强化收益定开债,1.1687,0.60%,-0.76%,-2.90%,-4.72%,-2.17%,40.70%
090009,大成行业轮动混合,1.2672,-2.15%,-12.52%,-21.24%,-21.38%,10.32%,27.20%
090010,大成中证红利指数,1.5451,-1.03%,-5.80%,-11.72%,-12.97%,17.68%,54.40%
090011,大成核心双动力混合,0.8233,-3.07%,-10.18%,-19.13%,-23.57%,0.70%,33.53%
090012,大成深证成长40联接,0.6925,-7.11%,-22.85%,-33.20%,-34.28%,-31.08%,-30.80%
090013,大成竞争优势混合,0.9975,-5.93%,-18.32%,-25.17%,-20.53%,10.26%,101.72%
090015,大成内需增长混合,2.0147,-6.06%,-17.64%,-25.21%,-23.94%,-2.80%,101.70%
090016,大成消费主题混合,0.7179,-4.81%,-17.67%,-19.80%,-18.33%,-47.42%,-10.84%
090017,大成可转债增强债券,0.9985,-1.38%,-5.90%,-10.36%,-16.68%,-27.19%,1.34%
090018,大成新锐产业混合,1.3821,-4.72%,-17.74%,-20.50%,-22.56%,2.47%,89.20%
090019,大成景恒混合A,0.9120,-9.88%,-11.57%,-11.31%,-11.31%,-10.33%,19.68%
090020,大成健康产业混合,0.7527,-4.06%,-18.62%,-27.38%,-25.44%,-28.27%,-24.40%
090021,大成月添利债券A,0.8613,0.27%,0.92%,1.98%,4.21%,11.18%,28.40%
090022,大成现金增利货币A,0.8043,0.23%,0.75%,1.72%,3.83%,10.37%,24.09%
090023,大成月月盈短期理财债券A,0.7667,0.25%,0.86%,1.87%,4.14%,11.57%,28.22%
091001,大成价值增长(后端),,,,,,,
091002,大成债券A/B(后端),,,,,,,
091003,大成蓝筹稳健(后端),,,,,,,
091005,大成货币B,0.7002,0.24%,0.81%,1.79%,3.95%,10.49%,53.91%
091006,大成2020生命周期混合(后端),,,,,,,
091008,大成强化收益定开债(后端),,,,,,,
091021,大成月添利债券B,0.9399,0.29%,1.00%,2.13%,4.51%,12.15%,30.66%
091022,大成现金增利货币B,0.8673,0.25%,0.81%,1.84%,4.08%,11.16%,25.86%
091023,大成月月盈短期理财债券B,0.8463,0.27%,0.94%,2.02%,4.45%,12.55%,30.43%
092002,大成债券C,1.0927,0.28%,1.21%,5.26%,7.49%,15.15%,128.07%
096001,大成标普500,1.8323,-5.18%,0.62%,10.11%,8.34%,35.83%,97.07%
100016,富国天源沪港深平衡混合,1.4225,-4.62%,-10.90%,-19.79%,-18.78%,11.27%,411.97%
100017,富国天源沪港深平衡混合(后端),,,,,,,
100018,富国天利增长债券,1.2649,0.68%,2.02%,2.78%,4.49%,10.98%,245.38%
100019,富国天利增长债券(后端),,,,,,,
100020,富国天益价值混合,1.1283,-4.44%,-9.84%,-15.57%,-8.51%,12.34%,842.44%
100021,富国天益价值混合(后端),,,,,,,
100022,富国天瑞强势,0.4879,-2.52%,-19.76%,-19.08%,-16.39%,20.84%,711.33%
100023,富国天瑞强势(后端),,,,,,,
100025,富国天时货币A,0.7195,0.24%,0.77%,1.71%,3.74%,9.76%,45.95%
100026,富国天合稳健优选混合,1.1651,-0.42%,-10.15%,-13.26%,-10.16%,14.19%,441.52%
100027,富国天合稳健优选混合(后端),,,,,,,
100028,富国天时货币B,0.7853,0.26%,0.83%,1.83%,3.99%,10.55%,48.78%
100029,富国天成红利混合,0.9155,-3.45%,-15.51%,-16.24%,-15.68%,-1.11%,141.14%
100030,富国天成红利混合(后端),,,,,,,
100032,富国中证红利指数增强,0.9751,-2.13%,-5.58%,-14.53%,-14.87%,18.09%,160.56%
100033,富国中证红利指数增强(后端),,,,,,,
100035,富国优化增强债券A/B,1.5734,-0.13%,-1.63%,-1.93%,-1.01%,3.76%,67.16%
100036,富国优化增强债券A/B(后端),,,,,,,
100037,富国优化增强债券C,1.5142,-0.20%,-1.75%,-2.20%,-1.50%,2.51%,60.85%
100038,富国沪深300指数增强,1.5943,-2.12%,-6.15%,-14.84%,-11.34%,19.82%,57.20%
100039,富国通胀通缩主题轮动混合,1.4167,-1.39%,-13.12%,-13.12%,-8.95%,-0.84%,48.49%
100050,富国全球债券,--,0.18%,3.08%,7.82%,2.70%,13.36%,10.30%
100051,富国可转债,1.3295,-1.19%,-4.31%,-10.36%,-11.61%,-17.47%,33.20%
100052,富国可转债(后端),,,,,,,
100053,富国上证综指联接,1.0520,-2.25%,-4.31%,-14.86%,-19.08%,-11.31%,4.30%
100055,富国全球科技互联网(QDII),1.3999,-5.70%,-10.92%,-8.55%,-5.24%,19.29%,38.73%
100056,富国低碳环保混合,1.9862,-4.84%,-18.11%,-27.02%,-32.00%,-23.80%,98.50%
100058,富国产业债债券,1.0522,0.86%,2.43%,2.83%,4.43%,8.73%,49.82%
100059,富国产业债债券(后端),,,,,,,
100060,富国高新技术产业混合,1.4237,-5.76%,-19.34%,-26.32%,-27.36%,-13.19%,80.13%
100061,富国中国中小盘混合,1.7897,-3.55%,-12.53%,-11.90%,-10.97%,14.41%,105.48%
100066,富国纯债债券发起A/B,1.0801,0.84%,2.56%,4.04%,5.45%,11.60%,29.17%
100067,富国纯债债券发起A/B(后端),,,,,,,
100068,富国纯债债券发起C,1.0741,0.85%,2.58%,3.87%,5.09%,10.06%,25.96%
100072,富国强回报A/B级,1.4383,0.70%,2.86%,3.75%,6.12%,15.95%,47.89%
100073,富国强回报C级,1.3903,0.72%,2.73%,3.50%,5.54%,14.11%,43.00%
110001,易方达平稳增长,2.4024,-6.33%,-9.49%,-16.76%,-13.66%,10.32%,514.81%
110002,易方达策略成长,2.6969,-4.36%,-12.36%,-23.21%,-24.10%,-31.41%,397.05%
110003,易方达上证50指数A,1.3266,0.00%,-2.63%,-8.73%,-1.28%,36.71%,299.78%
110005,易方达积极成长,0.5167,-8.41%,-20.02%,-25.28%,-30.05%,-9.81%,353.44%
110006,易方达货币A,0.5969,0.26%,0.66%,1.49%,3.24%,9.21%,52.16%
110007,易方达稳健收益债券A,1.2393,-0.39%,0.28%,-1.96%,-1.07%,10.72%,134.01%
110008,易方达稳健收益债券B,1.2464,-0.36%,0.35%,-1.83%,-0.80%,11.69%,141.07%
110009,易方达价值精选混合,0.8980,-8.54%,-13.48%,-19.51%,-19.05%,-3.98%,249.64%
110010,易方达价值成长混合,1.4430,-7.55%,-12.16%,-21.67%,-15.94%,-11.34%,71.17%
110011,易方达中小盘混合,3.5813,-2.32%,-13.33%,-10.38%,-0.03%,58.12%,299.90%
110012,易方达科汇灵活配置混合,1.2801,-4.17%,-7.40%,-15.00%,-14.40%,-17.63%,123.82%
110013,易方达科翔混合,2.1434,-8.05%,-13.31%,-22.74%,-19.56%,11.39%,223.22%
110015,易方达行业领先混合,1.8894,-4.63%,-13.61%,-18.55%,-14.18%,10.47%,124.20%
110016,易方达货币B,0.6611,0.28%,0.72%,1.61%,3.49%,10.00%,51.97%
110017,易方达增强回报债券A,1.1945,0.08%,0.85%,-1.41%,0.60%,11.58%,134.36%
110018,易方达增强回报债券B,1.1854,0.08%,0.68%,-1.58%,0.19%,10.22%,123.93%
110019,易方达深证100ETF联接A,0.8781,-6.30%,-15.34%,-27.27%,-27.75%,-8.35%,-12.96%
110020,易方达沪深300ETF联接,1.0996,-2.88%,-6.98%,-17.89%,-17.24%,0.72%,8.42%
110021,易方达上证中盘ETF联接A,1.1106,-3.88%,-8.29%,-17.10%,-19.68%,-10.21%,10.91%
110022,易方达消费行业,1.9626,-1.84%,-15.19%,-14.93%,-8.22%,63.96%,92.00%
110023,易方达医疗保健行业混合,1.4911,-7.14%,-17.52%,-16.17%,-3.14%,-2.18%,48.30%
110025,易方达资源行业混合,0.8413,-4.15%,-11.49%,-26.04%,-27.40%,9.04%,-16.80%
110026,易方达创业板ETF联接A,1.3386,-8.90%,-18.17%,-28.75%,-31.92%,-38.98%,33.21%
110027,易方达安心回报债券A,1.4974,-0.20%,-2.04%,-6.78%,-7.22%,9.46%,152.16%
110028,易方达安心回报债券B,1.4874,-0.20%,-1.86%,-6.70%,-7.38%,8.35%,146.57%
110029,易方达科讯混合,0.8160,-9.34%,-21.33%,-31.75%,-30.93%,-36.09%,-5.94%
110030,易方达沪深300量化增强,1.9538,-3.28%,-7.57%,-17.01%,-16.32%,16.40%,92.65%
110031,易方达恒生国企ETF联接A,1.1423,-1.18%,-0.74%,-6.29%,-3.67%,10.12%,12.05%
110032,易方达恒生国企ETF联接现汇A,0.1654,-2.05%,-4.81%,-14.68%,-8.21%,1.19%,2.66%
110033,易方达恒生国企ETF联接现钞A,0.1654,-2.05%,-4.81%,-14.68%,-8.21%,1.19%,2.66%
110035,易方达双债增强债券A,1.2664,0.32%,0.48%,-1.25%,-1.79%,5.69%,44.11%
110036,易方达双债增强债券C,1.2313,0.33%,0.49%,-1.37%,-2.15%,4.60%,40.35%
110037,易方达纯债债券A,1.1572,0.87%,2.03%,3.03%,5.47%,11.61%,34.67%
110038,易方达纯债债券C,1.1512,0.79%,1.86%,2.86%,5.11%,10.18%,31.32%
110050,易方达月月利理财债券A,0.7588,0.23%,0.87%,1.90%,4.09%,11.68%,28.66%
110051,易方达月月利理财债券B,0.8405,0.26%,0.94%,2.05%,4.39%,12.66%,30.58%
110052,易方达双月利理财债券A,0.7205,0.22%,0.84%,1.85%,4.01%,11.41%,26.39%
110053,易方达双月利理财债券B,0.7998,0.25%,0.92%,2.00%,4.31%,12.39%,28.43%
112002,易方达策略成长二号,0.8082,-4.30%,-12.36%,-23.13%,-25.02%,-28.98%,144.17%
118001,易方达亚洲精选,0.8962,-6.34%,-15.30%,-14.89%,-9.96%,20.54%,-11.40%
118002,易方达标普消费品指数A,1.7661,-6.24%,-7.38%,-3.19%,2.63%,28.23%,75.80%
121001,国投瑞银融华债券,1.4688,-1.62%,-6.52%,-12.30%,-16.29%,-1.27%,368.44%
121002,国投瑞银景气行业混合,1.0075,-3.70%,-13.70%,-18.34%,-15.53%,-14.78%,383.17%
121003,国投瑞银核心企业混合,0.6141,-1.41%,-8.29%,-14.82%,-18.56%,-34.72%,90.17%
121005,国投瑞银创新动力混合,0.4963,-4.43%,-12.51%,-17.79%,-19.83%,-6.24%,200.45%
121006,国投瑞银稳健增长,1.1832,-3.57%,-10.59%,-14.45%,-16.76%,2.55%,165.15%
121008,国投瑞银成长优选混合,0.4419,-1.85%,-13.32%,-18.48%,-21.81%,-24.17%,9.34%
121009,国投瑞银稳定增利债券A,1.0267,0.49%,1.11%,0.66%,1.60%,7.73%,91.21%
121010,国投瑞银瑞源灵活配置混合,1.1573,-2.18%,-6.85%,-7.14%,-4.81%,7.60%,46.73%
121011,国投瑞银货币A,1.2800,0.27%,0.83%,1.74%,3.80%,9.89%,35.28%
121012,国投瑞银优化增强债券A/B,1.3971,0.50%,-0.14%,1.38%,5.18%,14.41%,78.81%
121013,国投瑞银纯债A,1.0542,-3.13%,-1.68%,-1.13%,1.49%,9.79%,25.41%
128001,国投瑞银融华债券(后端),,,,,,,
128002,国投瑞银景气行业混合(后端),,,,,,,
128005,国投瑞银创新动力混合(后端),,,,,,,
128006,国投瑞银稳健增长(后端),,,,,,,
128008,国投瑞银成长优选混合(后端),,,,,,,
128011,国投瑞银货币B,1.3468,0.29%,0.89%,1.87%,4.05%,10.69%,38.47%
128012,国投瑞银优化增强债券A/B(后端),,,,,,,
128013,国投瑞银纯债B,1.0552,-3.13%,-1.68%,-1.04%,1.75%,10.45%,26.87%
128112,国投瑞银优化增强债券C,1.3891,0.51%,-0.22%,1.38%,4.98%,13.56%,73.60%
150005,银河银富货币A,0.5601,0.19%,0.63%,1.50%,3.43%,9.31%,51.92%
150008,国投瑞银瑞和小康,--,-3.11%,-7.08%,-17.57%,-15.78%,6.82%,4.25%
150009,国投瑞银瑞和远见,0.8638,-3.11%,-7.08%,-16.42%,-15.39%,14.05%,15.66%
150012,国联安双禧中证100A,1.1252,0.36%,1.17%,2.27%,4.65%,15.71%,57.67%
150013,国联安双禧中证100B,1.1576,1.85%,-7.44%,-19.65%,-18.69%,6.61%,6.23%
150015,银河银富货币B,0.6221,0.21%,0.69%,1.63%,3.68%,10.10%,50.19%
150016,兴全合润分级混合A,--,0.00%,0.00%,-9.78%,-1.09%,9.39%,115.87%
150017,兴全合润分级混合B,1.1047,-4.83%,-18.46%,-28.31%,-21.40%,17.35%,209.24%
150018,银华稳进,1.0351,0.39%,1.07%,2.27%,4.50%,14.38%,56.25%
150019,银华锐进,0.4763,-12.48%,-40.08%,-54.22%,-57.37%,-44.60%,-52.30%
150022,申万菱信深证成指分级收益,0.7539,-6.62%,-17.56%,-25.21%,-23.55%,-16.23%,11.43%
150023,申万菱信深证成指分级进取,0.0776,-6.66%,-17.63%,-47.45%,-68.87%,-72.08%,-92.57%
150028,信诚中证500指数分级A,1.0321,0.29%,1.08%,2.28%,4.69%,15.29%,53.21%
150029,信诚中证500指数分级B,0.8072,-13.95%,-25.93%,-40.10%,-48.48%,-38.19%,-59.65%
150030,银华中证等权90金利,1.0391,0.39%,1.27%,2.47%,5.00%,16.08%,-63.00%
150031,银华中证等权90鑫利,0.6758,-6.42%,-21.43%,-42.55%,-50.55%,-44.08%,-92.99%
150032,嘉实多利分级债券优先,1.0272,0.40%,1.24%,2.50%,5.00%,15.91%,44.67%
150033,嘉实多利分级债券进取,0.6743,-1.01%,-16.06%,-26.35%,-30.37%,-30.21%,-12.52%
150036,建信稳健,1.0391,0.39%,1.27%,2.47%,5.00%,16.04%,53.83%
150037,建信进取,1.5025,-2.92%,-14.85%,-23.27%,-23.39%,9.75%,49.70%
150047,银华消费A,1.0432,0.48%,1.36%,2.76%,5.50%,17.80%,55.42%
150048,银华消费B,0.6962,-8.58%,-26.12%,-44.69%,-45.73%,-47.14%,-30.70%
150049,南方消费收益,1.0271,0.29%,1.08%,2.29%,4.70%,14.55%,13.53%
150050,南方消费进取,0.4471,-4.08%,-35.59%,-46.79%,-50.85%,16.25%,77.05%
150051,信诚沪深300指数分级A,1.0321,0.29%,1.08%,2.18%,4.50%,14.39%,42.40%
150052,信诚沪深300指数分级B,0.4812,-4.18%,-21.37%,-38.05%,-43.43%,-48.28%,-51.82%
150053,泰达中证500稳健,1.0388,0.40%,1.24%,2.48%,5.00%,15.88%,47.83%
150054,泰达中证500进取,0.5863,-12.27%,-26.36%,-40.00%,-46.61%,-24.26%,59.19%
150055,工银中证500分级A,1.0388,0.40%,1.24%,2.48%,5.00%,16.06%,46.87%
150056,工银中证500分级B,0.8318,-13.97%,-25.92%,-39.69%,-47.12%,-49.85%,-16.88%
150059,银华金瑞,1.0391,0.39%,1.27%,2.47%,5.00%,16.14%,48.38%
150060,银华鑫瑞,0.8559,1.06%,-12.64%,-30.83%,-40.53%,-21.81%,-79.16%
150064,长盛同瑞200分级A,1.0391,0.39%,1.27%,2.47%,5.00%,16.13%,48.55%
150065,长盛同瑞200分级B,0.5500,-14.49%,-32.05%,-44.88%,-50.72%,-50.45%,-78.73%
150066,国泰互利分级债券A,1.0231,0.20%,0.69%,1.49%,3.00%,9.28%,28.72%
150067,国泰互利分级债券B,1.2350,1.81%,3.60%,2.06%,3.87%,15.73%,100.36%
150073,诺安稳健,1.0391,0.39%,1.27%,2.47%,5.00%,16.14%,45.32%
150075,诺安进取,0.3893,-21.70%,-46.69%,-62.19%,-70.44%,-71.74%,-80.54%
150076,浙商沪深300指数分级稳健,,,,,,,
150077,浙商沪深300指数分级进取,,,,,,,
150083,广发深证100指数分级A,1.0390,0.40%,1.23%,2.47%,5.00%,16.05%,44.36%
150084,广发深证100指数分级B,0.7028,-10.31%,-34.73%,-47.66%,-49.08%,-29.23%,-29.60%
150090,万家中证创业成长指数分级A,,,,,,,
150091,万家中证创业成长指数分级B,,,,,,,
150092,诺德深证300指数分级A,1.0351,0.39%,1.07%,2.27%,4.50%,14.48%,32.94%
150093,诺德深证300指数分级B,0.3854,-22.00%,-44.81%,-60.43%,-66.43%,-67.04%,-65.14%
150094,泰信基本面400A,1.0151,0.40%,1.20%,2.41%,4.94%,15.99%,41.12%
150095,泰信基本面400B,0.6828,-14.91%,-29.16%,-61.93%,-73.19%,-76.77%,-55.24%
150100,鹏华资源分级A,1.0351,0.39%,1.07%,2.17%,4.50%,14.38%,36.44%
150101,鹏华资源分级B,0.9204,-1.07%,-11.95%,-32.53%,-45.79%,-17.55%,-77.32%
150103,银河银泰混合,0.8803,-0.90%,-15.63%,-19.92%,-21.31%,-16.83%,434.04%
150104,华安沪深300指数分级A,1.0390,0.40%,1.23%,2.47%,5.00%,16.03%,43.06%
150105,华安沪深300指数分级B,1.2428,-2.34%,-14.31%,-27.16%,-27.96%,-16.83%,23.84%
150106,易方达中小板指数分级A,1.0043,0.56%,1.72%,3.46%,7.00%,22.57%,50.71%
150107,易方达中小板指数分级B,0.4503,-24.80%,-45.96%,-61.16%,-65.43%,-60.42%,-76.24%
150117,国泰国证房地产行业指数分级A,1.0159,0.45%,1.38%,2.75%,5.54%,17.76%,40.88%
150118,国泰国证房地产行业指数分级B,0.6840,-16.84%,-25.41%,-65.03%,-63.25%,-62.28%,-42.70%
150121,银河沪深300成长分级A,,,,,,,
150122,银河沪深300成长分级B,,,,,,,
150123,建信央视50A,1.0469,0.47%,1.46%,2.95%,6.03%,19.43%,43.43%
150124,建信央视50B,0.5023,-5.85%,-32.10%,-41.83%,-42.26%,1.89%,48.57%
150130,国泰国证医药卫生指数分级A,1.0427,0.43%,1.34%,2.71%,5.49%,17.71%,35.69%
150131,国泰国证医药卫生指数分级B,0.3951,-18.08%,-51.77%,-50.33%,-36.67%,-38.32%,-17.37%
150135,国富中证100指数增强分级A,1.0391,0.39%,1.27%,2.47%,5.00%,15.99%,19.82%
150136,国富中证100指数增强分级B,0.7237,2.26%,-11.83%,-27.70%,-23.00%,14.94%,-27.70%
150138,银华800A,1.0431,0.39%,1.26%,2.46%,5.00%,16.04%,30.72%
150139,银华800B,0.3562,-21.01%,-37.97%,-58.98%,-65.32%,-63.65%,-71.56%
150143,银华中证转债指数增强分级A,1.0381,0.39%,1.07%,2.17%,4.45%,14.32%,28.22%
150144,银华中证转债指数增强分级B,0.7374,-6.33%,-7.88%,-35.04%,-55.29%,-76.09%,-95.79%
150145,招商沪深300高贝塔分级A,1.0331,0.41%,1.24%,2.50%,5.05%,16.01%,33.02%
150146,招商沪深300高贝塔分级B,0.4084,-17.69%,-37.72%,-59.24%,-79.36%,-82.98%,-79.92%
150148,信诚中证800医药指数分级A,1.0391,0.39%,1.17%,2.36%,4.70%,15.01%,30.92%
150149,信诚中证800医药指数分级B,0.5532,-14.79%,-42.69%,-42.81%,-29.55%,-6.27%,12.28%
150150,信诚中证800有色指数分级A,1.0391,0.39%,1.17%,2.36%,4.70%,15.13%,30.66%
150151,信诚中证800有色指数分级B,0.5896,-8.68%,-34.63%,-54.45%,-62.41%,-27.91%,-75.27%
150152,富国创业板指数分级A,1.0091,0.40%,1.26%,2.46%,5.00%,16.08%,32.12%
150153,富国创业板指数分级B,0.7094,-19.33%,-44.30%,-66.34%,-71.69%,-82.99%,-91.47%
150157,信诚中证800金融指数分级A,1.0391,0.39%,1.17%,2.36%,4.70%,15.05%,28.14%
150158,信诚中证800金融指数分级B,0.7182,1.13%,-0.28%,-24.61%,-32.55%,-8.43%,54.05%
150159,中欧纯债添利分级债券B,1.0442,0.38%,2.15%,3.15%,5.44%,12.34%,39.75%
150164,东吴转债A,1.0381,0.29%,1.07%,2.17%,5.34%,15.64%,25.49%
150165,东吴转债B,0.7541,-5.46%,-10.24%,-28.98%,-52.05%,-81.40%,-95.31%
150167,银华沪深300指数分级A,1.0431,0.39%,1.26%,2.46%,5.00%,15.98%,29.30%
150168,银华沪深300指数分级B,0.5533,-8.61%,-25.21%,-41.39%,-42.47%,-25.53%,6.24%
150169,汇添富恒生指数分级A,1.0554,0.39%,1.17%,2.27%,4.49%,14.42%,25.43%
150170,汇添富恒生指数分级B,1.2124,-1.60%,-9.54%,-11.80%,-10.33%,36.39%,23.30%
150171,申万菱信申万证券分级A,1.0261,0.36%,1.11%,2.24%,4.49%,14.51%,25.30%
150172,申万菱信申万证券分级B,0.2581,-29.42%,-43.86%,-66.27%,-78.05%,-79.42%,-88.06%
150173,信诚中证TMT产业指数分级A,1.0141,0.40%,1.10%,2.20%,4.54%,14.48%,20.32%
150174,信诚中证TMT产业指数分级B,0.6107,-27.38%,-41.06%,-73.70%,-80.08%,-83.39%,-91.07%
150175,银华恒生国企指数分级A,1.0633,0.40%,1.23%,2.48%,5.00%,15.98%,26.97%
150176,银华恒生国企指数分级B,0.8678,-1.95%,-1.96%,-16.43%,-16.10%,-1.85%,-14.88%
150177,鹏华证券保险分级A,1.0351,0.39%,1.07%,2.17%,4.50%,14.39%,24.41%
150178,鹏华证券保险分级B,0.8214,-6.34%,-13.49%,-36.24%,-49.23%,-35.99%,-69.69%
150179,鹏华信息分级A,1.0351,0.39%,1.07%,2.27%,4.50%,14.48%,24.40%
150180,鹏华信息分级B,0.6279,-26.76%,-43.61%,-56.45%,-58.36%,-48.75%,-80.50%
150181,富国中证军工指数分级A,1.0371,-3.19%,-2.53%,-1.38%,0.77%,10.28%,20.31%
