代码,名称,当前,近1月,近3月,近6月,近1年,近3年,成立来
002711,广发集丰债券A,1.0227,0.59%,0.79%,1.69%,2.03%,--,5.60%
002712,广发集丰债券C,1.0217,0.49%,0.59%,1.39%,2.33%,--,5.09%
002713,广发转型升级混合,0.6798,-7.31%,-17.46%,-29.98%,--,--,-31.44%
002714,鹏华金城保本混合,1.0322,3.20%,0.49%,0.68%,2.18%,3.51%,--
002715,新华健康生活主题混合,,,,,,,
002716,博时裕通定开债A,1.0109,0.27%,1.27%,2.18%,4.08%,--,6.06%
002717,红塔红土盛隆灵活配置A,0.9651,-1.77%,-5.60%,-5.33%,-3.73%,--,1.66%
002718,红塔红土盛隆灵活配置C,0.9650,-1.80%,-6.53%,-6.62%,-3.67%,--,1.63%
002719,融通增祥债券,1.1085,0.91%,2.78%,2.31%,4.14%,--,10.80%
002720,国寿安保尊利增强回报债券A,0.9977,0.30%,-0.89%,-1.96%,-1.58%,--,-0.10%
002721,国寿安保尊利增强回报债券C,0.9907,0.30%,-1.00%,-2.17%,-1.98%,--,-0.90%
002722,工银财富货币B,0.6505,0.22%,0.71%,1.64%,3.77%,--,8.79%
002723,江信祺福A,0.9886,-0.43%,-0.80%,-1.44%,-0.85%,--,-1.19%
002724,江信祺福C,0.9774,-0.47%,-0.93%,-1.69%,-1.35%,--,-2.31%
002725,中欧强瑞多策略债券,1.0833,0.46%,2.07%,3.33%,5.75%,--,8.50%
002726,华富诚鑫灵活配置混合A,,,,,,,
002727,华富诚鑫灵活配置混合C,,,,,,,
002728,华富益鑫灵活配置混合A,1.1991,0.34%,-0.24%,1.87%,7.28%,--,25.30%
002729,华富益鑫灵活配置混合C,1.1731,0.26%,-0.32%,0.58%,5.78%,--,22.70%
002730,华富华鑫灵活配置混合A,0.7885,-7.61%,-16.63%,-23.67%,-25.43%,--,-20.76%
002731,华富华鑫灵活配置混合C,0.7854,-7.53%,-16.68%,-23.74%,-25.58%,--,-21.06%
002732,长盛沪港深混合,0.9846,-0.30%,-11.28%,-13.85%,-16.27%,--,-1.70%
002733,上银慧盈利货币,1.1449,0.26%,0.87%,1.95%,4.26%,--,9.37%
002734,泓德裕荣纯债债券A,1.1462,0.88%,2.41%,3.42%,6.77%,--,42.07%
002735,泓德裕荣纯债债券C,1.0672,0.85%,2.30%,3.19%,6.38%,--,6.70%
002736,泓德裕和纯债债券A,1.0902,0.92%,2.06%,3.21%,6.02%,--,9.20%
002737,泓德裕和纯债债券C,1.0812,0.84%,1.88%,3.04%,5.56%,--,8.30%
002738,泓德裕康债券A,1.0358,-0.19%,-1.05%,-0.86%,2.26%,--,3.90%
002739,泓德裕康债券C,1.0278,-0.29%,-1.15%,-1.06%,1.88%,--,3.10%
002740,泓德裕泽一年定开债券A,1.0812,0.93%,3.03%,4.52%,7.41%,--,8.70%
002741,泓德裕泽一年定开债券C,1.0762,0.93%,3.05%,4.34%,7.02%,--,8.20%
002742,泓德裕祥债券A,1.0704,0.00%,-0.37%,0.28%,3.88%,--,7.10%
002743,泓德裕祥债券C,1.0644,0.09%,-0.37%,0.09%,3.60%,--,6.50%
002745,北信瑞丰丰利混合,1.0431,-1.16%,-0.73%,0.17%,1.55%,--,3.28%
002746,汇添富多策略定开混合,1.2337,0.49%,-5.26%,-8.38%,1.07%,--,22.50%
002747,中欧货币C,0.6553,0.21%,0.70%,1.57%,3.56%,--,8.10%
002748,中欧货币D,0.7211,0.23%,0.76%,1.71%,3.83%,--,8.76%
002749,嘉实稳盛债券,1.0452,0.77%,-1.14%,-1.32%,2.76%,--,4.40%
002750,工银泰享三年理财债券,1.0008,0.22%,0.67%,1.23%,2.19%,--,5.44%
002753,建信嘉薪宝货币B,0.9483,0.31%,1.02%,2.13%,4.49%,--,9.50%
002754,博时裕创纯债,1.0051,0.50%,1.39%,2.61%,5.18%,--,9.11%
002755,博时裕盛纯债债券,1.0251,0.49%,1.79%,2.80%,5.25%,--,10.70%
002756,招商招兴纯债A,1.0871,0.65%,2.26%,3.62%,5.43%,--,11.13%
002757,招商招兴纯债C,1.0801,0.65%,2.18%,3.55%,5.37%,--,10.42%
002758,建信现金增利货币,0.8802,0.28%,0.95%,2.06%,4.38%,--,9.11%
002759,东兴安盈宝A,0.9255,0.24%,0.76%,1.65%,3.71%,--,8.55%
002760,东兴安盈宝B,0.9920,0.26%,0.82%,1.77%,3.96%,--,9.15%
002763,大成景华一年定开债A,1.0420,0.10%,-0.19%,0.29%,3.07%,--,4.20%
002764,大成景华一年定开债C,1.0320,0.00%,-0.39%,-0.10%,2.48%,--,3.20%
002765,新华双利债券A,1.0408,-0.38%,-0.67%,-2.34%,-2.61%,--,4.30%
002766,新华双利债券C,1.0338,-0.48%,-0.67%,-2.45%,-2.91%,--,3.50%
002767,泰康宏泰回报混合,1.1513,0.83%,-1.92%,-1.22%,3.14%,--,14.87%
002768,华安安进保本混合,1.0489,4.80%,0.00%,0.29%,0.67%,1.65%,--
002769,兴业聚盛灵活配置混合C,1.0455,-1.04%,-1.96%,-3.76%,-0.66%,--,3.55%
002770,安信新回报混合A,1.0741,0.41%,-0.14%,-0.41%,2.34%,--,12.35%
002771,安信新回报混合C,1.0677,0.39%,-0.19%,-0.61%,1.92%,--,11.69%
002772,光大产业新动力混合,0.9782,1.97%,-6.72%,-8.12%,-7.08%,--,-1.50%
002773,光大铭鑫混合A,0.9509,-0.60%,-6.74%,-8.65%,-10.55%,--,-6.06%
002774,光大铭鑫混合C,0.9654,-0.61%,-6.76%,-8.69%,-9.09%,--,-4.62%
002775,博时景兴纯债债券,1.0692,0.70%,1.49%,3.29%,5.42%,--,6.89%
002776,招商安荣混合A,0.9396,-4.20%,-10.37%,-9.94%,-8.18%,--,-6.25%
002777,招商安荣混合C,0.9228,-4.26%,-10.44%,-10.18%,-8.84%,--,-7.93%
002778,新疆前海联合新思路混合A,0.9315,-0.96%,-3.13%,-16.59%,-21.91%,--,-7.00%
002779,新疆前海联合新思路混合C,1.0228,-1.07%,-3.22%,-16.65%,-22.48%,--,42.36%
002780,新疆前海联合泓鑫混合,0.9235,-5.97%,-10.34%,-10.86%,-11.29%,--,-7.83%
002781,博时聚瑞6个月定开债,1.0506,0.28%,1.43%,3.42%,4.13%,--,5.04%
002782,富国祥利定开债发起式,1.0353,0.00%,0.78%,1.57%,2.88%,--,3.50%
002783,东方红价值精选混合A,1.0069,-0.42%,-3.62%,-5.17%,-2.47%,--,2.72%
002784,东方红价值精选混合C,0.9982,-0.45%,-3.73%,-5.36%,-2.89%,--,1.83%
002785,中融融裕双利债券A,0.9469,0.00%,-3.07%,-3.27%,-2.67%,--,-5.30%
002786,中融融裕双利债券C,0.9369,-0.11%,-3.10%,-3.60%,-3.20%,--,-6.30%
002788,融通现金宝货币A,0.7887,0.26%,0.85%,1.87%,4.05%,--,7.49%
002789,长盛同享灵活配置A,1.0131,0.39%,-4.03%,-3.76%,-1.63%,--,2.50%
002790,长盛同享灵活配置C,0.9558,0.42%,-4.07%,-3.78%,-3.30%,--,-3.30%
002792,景顺长城顺益回报混合A,1.0803,0.26%,-1.62%,-1.37%,-1.67%,--,8.11%
002793,景顺长城顺益回报混合C,1.0710,0.23%,-1.71%,-1.56%,-2.06%,--,7.19%
002794,天弘永利债券E,0.9443,0.13%,0.22%,-3.22%,-2.04%,--,-5.50%
002795,平安大华惠盈纯债,1.0551,0.76%,1.83%,3.73%,6.02%,--,5.60%
002796,景顺长城景盈双利债券A,1.0538,0.55%,0.64%,1.42%,2.39%,--,6.02%
002797,景顺长城景盈双利债券C,1.0467,0.51%,0.54%,1.21%,1.97%,--,5.08%
002798,融通稳利债券A,1.0281,-0.39%,-0.97%,-1.54%,0.49%,--,2.10%
002801,泓德泓信混合,0.8663,-3.33%,-12.39%,-18.23%,-14.96%,--,-13.00%
002802,广发东财大数据混合,0.8581,1.09%,-10.27%,-6.54%,--,--,-14.36%
002803,东方红沪港深混合,1.4030,-2.51%,-15.95%,-19.45%,-9.94%,--,39.60%
002804,华泰柏瑞量化对冲,1.0721,0.14%,0.62%,2.19%,2.72%,--,6.99%
002805,浙商汇金聚利一年定开债A,1.0781,0.65%,2.96%,3.85%,5.79%,--,7.80%
002806,浙商汇金聚利一年定开债C,1.0701,0.66%,2.88%,3.68%,5.32%,--,7.00%
002807,融通通安债券,1.0061,0.70%,1.60%,2.71%,5.19%,--,8.56%
002808,泓德优势领航混合,0.9203,-4.23%,-9.63%,-15.78%,-13.26%,--,-7.10%
002809,鹏华兴华定期开放混合,,,,,,,
002810,金信转型创新成长混合发起式,0.7787,-3.79%,-15.03%,-23.91%,-27.29%,--,-21.40%
002811,博时裕顺纯债债券,1.0671,0.76%,2.20%,2.69%,4.71%,--,6.70%
002812,博时裕通定开债C,1.0034,0.26%,1.25%,2.11%,5.00%,--,6.14%
002813,博时颐泰混合A,1.0213,-1.10%,-1.42%,-0.75%,-0.75%,--,2.03%
002814,博时颐泰混合C,1.0097,-1.13%,-1.59%,-1.11%,-1.30%,--,0.87%
002815,招商招益两年定开债A,1.0781,0.19%,1.99%,3.36%,5.07%,--,7.80%
002816,招商招益两年定开债C,1.0721,0.09%,1.90%,3.18%,4.69%,--,7.20%
002817,招商招恒纯债A,1.0401,0.29%,0.97%,1.76%,3.69%,--,5.08%
002818,招商招恒纯债C,1.0271,0.29%,0.98%,1.68%,3.53%,--,3.72%
002819,招商丰美混合A,0.9750,-1.91%,-2.40%,-2.41%,-1.55%,--,7.12%
002820,招商丰美混合C,0.9750,-1.91%,-2.40%,-2.50%,-1.64%,--,6.82%
002823,招商盛达混合A,0.7903,-8.59%,-16.90%,-29.11%,-29.87%,--,-22.30%
002824,招商盛达混合C,0.7822,-8.56%,-16.95%,-29.19%,-30.15%,--,-23.10%
002825,融通通和债券,1.0711,0.47%,1.32%,2.39%,4.69%,--,7.10%
002826,中银永利半年定开债,1.0044,-0.19%,1.19%,1.49%,3.01%,--,3.12%
002827,融通稳利债券C,1.0231,-0.29%,-0.97%,-1.65%,0.40%,--,1.60%
002828,南方现金增利货币E,0.7352,0.23%,0.82%,1.81%,3.92%,--,8.30%
002829,南方现金增利货币F,0.7200,0.23%,0.82%,1.81%,3.92%,--,7.47%
002830,浙商惠丰定开债,1.0472,0.77%,2.14%,2.85%,4.59%,--,7.01%
002831,国投瑞银瑞宁混合,1.0109,-0.69%,-1.17%,-1.17%,-0.39%,--,1.00%
002832,工银恒享纯债债券,1.0340,0.39%,0.98%,1.86%,3.71%,--,7.99%
002833,华夏新锦绣混合A,0.8649,-3.42%,-7.57%,-17.24%,-19.95%,--,-14.63%
002834,华夏新锦绣混合C,--,2.78%,4.10%,6.90%,11.82%,--,11.79%
002837,华夏网购精选混合,0.7993,-4.35%,-11.11%,-21.58%,-25.35%,--,-20.80%
002838,华夏新锦程混合A,1.0767,0.20%,0.38%,2.09%,5.74%,--,16.83%
002839,华夏新锦程混合C,--,--,--,--,--,--,0.00%
002840,九泰久鑫债券A,0.9600,-5.40%,-7.35%,-7.16%,-7.66%,--,0.00%
002841,九泰久鑫债券C,0.9530,-5.54%,-7.50%,-7.40%,-8.08%,--,-0.81%
002844,金鹰多元策略混合,0.8615,-2.94%,-13.04%,-17.57%,-13.25%,--,-13.81%
002845,上投摩根安鑫回报C,0.9809,-0.20%,-1.21%,-2.29%,-0.95%,--,2.32%
002846,泓德泓华混合,0.8628,-3.24%,-13.82%,-17.03%,-17.11%,--,-13.30%
002847,天弘现金管家货币E,0.5407,0.20%,0.67%,1.67%,3.63%,--,7.68%
002849,金信智能中国2025混合,1.0415,0.10%,0.58%,-3.17%,5.38%,--,3.90%
002850,南方甑智混合,0.9028,0.67%,-0.66%,-1.09%,-5.63%,--,-9.50%
002851,南方品质混合,1.2647,-0.56%,-14.81%,-16.29%,-7.86%,--,25.40%
002852,招商财富宝交易型货币A,0.8188,0.24%,0.85%,1.86%,3.98%,--,8.56%
002853,华富元鑫灵活配置混合A,2.0078,-0.15%,-0.25%,-0.40%,2.19%,--,100.50%
002854,华富元鑫灵活配置混合C,1.1140,-0.18%,-0.36%,-0.54%,0.72%,--,11.30%
002855,博时现金宝货币C,0.8196,0.27%,0.90%,1.94%,4.17%,--,9.13%
002858,长信富平纯债一年定开债A,1.0105,0.10%,0.88%,2.06%,3.70%,--,4.76%
002859,长信富平纯债一年定开债C,1.0099,0.06%,0.75%,1.83%,3.26%,--,3.82%
002860,前海开源沪港深新机遇混合,0.9850,0.92%,-0.50%,-5.36%,-4.36%,--,8.36%
002861,工银智能制造股票,0.6519,-2.96%,-16.67%,-30.54%,-36.35%,--,-34.50%
002862,金信量化精选混合,0.7744,0.13%,-18.60%,-15.69%,-16.24%,--,-22.10%
002863,金信深圳成长混合发起式,1.0131,-6.09%,-7.04%,-2.02%,-6.27%,--,1.70%
002864,广发安泽回报纯债A,1.0439,0.39%,1.26%,2.35%,4.90%,--,8.80%
002865,广发安泽回报纯债C,1.0442,0.37%,1.30%,2.44%,4.89%,--,8.83%
002866,新华丰盈回报债券,1.0703,-0.09%,-0.65%,-3.07%,-1.02%,--,7.20%
002867,新华恒稳添利债券,1.0841,0.28%,1.03%,2.17%,4.63%,--,8.40%
002868,鹏华丰茂债券,1.0327,0.62%,2.22%,3.50%,4.81%,--,5.57%
002869,融通通裕定开债,1.0680,0.75%,2.68%,4.03%,6.39%,--,9.26%
002870,兴业增益五年定开债,1.0401,0.48%,1.46%,2.96%,4.20%,--,4.20%
002871,华夏智胜价值成长A,0.7484,-5.26%,-8.25%,-22.70%,-33.99%,--,-25.58%
002872,华夏智胜价值成长C,--,--,--,--,--,--,0.00%
002877,华夏大中华信用债A,--,1.09%,4.30%,4.51%,2.52%,--,1.90%
002878,华夏大中华信用债美元现汇A,--,0.07%,0.00%,-4.59%,-1.67%,--,-1.60%
002879,华夏大中华信用债美元现钞A,--,0.07%,0.00%,-4.59%,-1.67%,--,-1.60%
002880,华夏大中华信用债C,--,0.90%,4.14%,4.24%,1.92%,--,0.70%
002881,中加丰润纯债债券A,1.9172,0.50%,1.77%,2.73%,5.65%,--,91.77%
002882,中加丰润纯债债券C,1.0861,0.49%,1.66%,2.55%,5.34%,--,8.63%
002883,华润元大现金通货币A,0.7838,0.25%,0.89%,1.99%,4.28%,--,8.24%
002884,华润元大现金通货币B,0.8223,0.26%,0.93%,2.06%,4.42%,--,8.57%
002885,大摩万众创新灵活配置混合,0.7719,-3.06%,-16.95%,-19.12%,--,--,-22.57%
002889,交银天利宝货币A,0.5909,0.23%,0.89%,1.96%,4.18%,--,7.78%
002890,交银天利宝货币E,0.6586,0.25%,0.95%,2.08%,4.43%,--,8.26%
002891,华夏移动互联混合人民币,0.9940,-7.24%,-13.74%,-14.34%,-15.29%,--,-1.40%
002892,华夏移动互联混合美元现汇,0.1439,-8.17%,-17.28%,-21.81%,-18.74%,--,-3.65%
002893,华夏移动互联混合美元现钞,0.1439,-8.17%,-17.28%,-21.81%,-18.74%,--,-3.65%
002894,华夏天利货币A,0.6853,0.26%,0.85%,1.88%,4.00%,--,7.45%
002895,华夏天利货币B,0.8801,0.28%,0.91%,2.00%,4.25%,--,7.96%
002898,富国两年期理财债券A,1.0371,0.29%,0.97%,1.87%,3.88%,--,6.48%
002899,富国两年期理财债券C,1.0351,0.29%,0.88%,1.67%,3.38%,--,5.55%
002900,南方中证500信息技术联接A,0.6535,-13.11%,-20.06%,-30.48%,-34.40%,--,-34.64%
002901,财通资管积极收益债券A,1.0741,0.38%,1.57%,3.28%,6.56%,--,11.69%
002902,财通资管积极收益债券C,1.0690,0.36%,1.49%,3.09%,6.05%,--,10.63%
002903,广发中证500ETF联接C,0.7553,-8.05%,-16.07%,-26.42%,-33.04%,--,-24.43%
002904,博时安仁一年定开债A,1.0449,0.25%,1.58%,2.77%,4.19%,--,5.79%
002905,博时安仁一年定开债C,1.0399,0.19%,1.41%,2.45%,3.56%,--,4.36%
002906,南方中证500量化增强A,0.7610,-8.99%,-15.20%,-26.60%,-33.19%,--,-24.10%
002907,南方中证500量化增强C,0.7600,-8.89%,-15.21%,-26.69%,-33.45%,--,-24.20%
002908,富国睿利定开混合发起式,1.0189,-0.29%,0.69%,-2.30%,1.19%,--,1.80%
002909,浙商惠享纯债,1.0188,0.62%,1.49%,3.08%,5.15%,--,8.89%
002910,易方达供给改革混合,0.8898,-0.78%,-6.82%,-14.69%,-16.73%,--,-11.50%
002912,兴业稳天盈货币A,1.1419,0.25%,0.90%,1.93%,4.11%,--,8.85%
002913,鹏华兴益定期开放混合,,,,,,,
002915,鑫元裕利债券,1.0586,0.59%,1.54%,3.19%,5.44%,--,8.51%
002917,嘉实活钱包货币E,0.8271,0.27%,0.89%,1.94%,4.13%,--,8.62%
002918,交银现金宝货币E,0.8563,0.31%,0.94%,1.88%,3.78%,--,7.29%
002919,东吴智慧医疗量化策略混合,0.7392,-4.76%,-18.84%,-18.30%,-19.81%,--,-25.90%
002920,中欧强泽债券,1.0802,0.56%,1.50%,2.76%,5.36%,--,8.10%
002923,兴业聚惠灵活配置混合C,1.1904,-1.00%,-1.97%,-3.63%,-0.67%,--,3.56%
002924,华商瑞鑫定开债,1.0188,-1.54%,1.59%,-2.02%,-3.50%,--,2.10%
002925,广发集源债券A,1.0335,0.38%,1.31%,2.36%,4.63%,--,7.85%
002926,广发集源债券C,1.0316,0.36%,1.25%,2.21%,4.33%,--,7.28%
002927,长盛盛和纯债A,1.0207,0.64%,1.49%,2.84%,4.25%,--,3.37%
002928,长盛盛和纯债C,1.0199,0.60%,1.42%,2.79%,4.00%,--,3.43%
002929,博时聚盈纯债债券,1.0756,0.70%,1.63%,3.29%,5.76%,--,7.55%
002930,博时聚润纯债债券,1.0341,0.22%,0.81%,1.84%,4.01%,--,7.28%
002931,南方荣毅,1.0459,0.29%,1.16%,1.55%,3.47%,--,4.50%
002932,圆信永丰强化收益A,1.0564,1.21%,0.00%,-0.79%,3.08%,--,5.76%
002933,圆信永丰强化收益C,1.0470,1.17%,-0.10%,-0.98%,2.65%,--,4.82%
002934,泰康恒泰回报混合A,1.0706,0.39%,1.54%,1.47%,4.37%,--,10.63%
002935,泰康恒泰回报混合C,1.1228,0.38%,1.53%,6.99%,9.85%,--,16.03%
002936,华夏沃利货币A,0.8190,0.26%,0.88%,1.96%,4.18%,--,6.69%
002937,华夏沃利货币B,0.8741,0.28%,0.94%,2.08%,4.43%,--,7.12%
002938,中银健康产业混合,,,,,,,
002939,广发创新升级混合,0.8700,-12.27%,-22.45%,-27.55%,-30.39%,--,-8.92%
002941,广发安瑞回报混合A,,,,,,,
002942,广发安瑞回报混合C,,,,,,,
002943,广发多因子混合,0.9269,-5.53%,-17.89%,-16.00%,-16.91%,--,-6.78%
002945,大成盛世精选灵活配置混合,0.7328,-7.11%,-15.86%,-24.30%,--,--,-26.80%
002946,大成景盛一年定开债A,0.9812,-0.13%,-1.37%,-2.53%,-4.88%,--,-1.95%
002947,大成景盛一年定开债C,0.9737,-0.15%,-1.46%,-2.72%,-5.26%,--,-2.69%
002948,华安聚利18个月定开债A,1.0555,0.47%,1.97%,3.85%,6.11%,--,5.83%
002949,华安聚利18个月定开债C,1.0465,0.43%,1.84%,3.63%,5.65%,--,4.90%
002952,建信多因子量化股票,0.7953,-5.01%,-15.17%,-27.01%,-27.77%,--,-20.96%
002953,华安安福保本混合A,--,--,--,--,--,--,--
002954,华安安福保本混合C,--,--,--,--,--,--,--
002955,融通新趋势灵活配置混合,0.7217,-5.89%,-14.00%,-24.00%,-28.32%,--,-28.10%
002956,融通新趋势灵活配置混合(后端),,,,,,,
002957,财通财通宝货币A,0.6945,0.23%,0.75%,1.65%,3.58%,--,7.27%
002958,财通财通宝货币B,0.7597,0.25%,0.81%,1.77%,3.83%,--,7.84%
002959,汇添富盈稳保本混合,1.0744,7.40%,0.47%,0.28%,0.47%,3.17%,--
002960,博时合利货币,0.6953,0.21%,0.73%,1.75%,3.99%,--,8.46%
002961,中欧双利债券A,1.0622,0.43%,0.79%,0.02%,1.83%,--,6.29%
002962,中欧双利债券C,1.0543,0.39%,0.67%,-0.20%,1.40%,--,5.49%
002963,易方达黄金ETF联接C,0.9614,0.83%,-0.62%,-2.12%,-3.37%,--,-7.59%
002964,国投瑞银顺鑫定开,1.0139,0.78%,1.18%,2.26%,4.20%,--,4.89%
002965,中海合嘉增强收益债券A,0.9604,-0.76%,-2.75%,-4.14%,-3.82%,--,-3.74%
002966,中海合嘉增强收益债券C,0.9563,-0.78%,-2.79%,-4.24%,-4.00%,--,-4.15%
002967,浙商大数据智选消费混合,0.9412,1.29%,-8.88%,-11.44%,-11.86%,--,-5.60%
002968,新华高端制造混合,0.8585,-0.81%,-8.38%,-13.84%,-16.21%,--,-14.70%
002969,易方达丰和债券,1.1214,0.24%,-0.75%,-0.69%,3.16%,--,11.76%
002970,博时裕昂纯债债券,1.0091,0.40%,1.30%,2.19%,3.83%,--,8.92%
002971,前海开源鼎安债券A,1.0241,0.20%,0.59%,0.79%,0.69%,--,2.40%
002972,前海开源鼎安债券C,1.0181,0.20%,0.49%,1.19%,0.39%,--,1.80%
002974,广发信息技术联接C,0.7066,-11.79%,-21.27%,-32.19%,-35.64%,--,-38.35%
002975,广发中证全指原材料联接C,,,,,,,
002976,广发中证全指主要消费联接C,,,,,,,
002977,广发中证全指可选消费联接C,0.5929,-4.74%,-17.88%,-26.02%,-32.42%,--,-24.67%
002978,广发医药卫生联接C,0.6984,-6.42%,-21.63%,-22.88%,-17.64%,--,-10.76%
002979,广发中证全指金融地产联接C,0.8620,-0.71%,-1.46%,-14.15%,-17.16%,--,2.63%
002980,华夏创新前沿股票,0.7994,-10.34%,-16.86%,-21.96%,-26.54%,--,-21.10%
002982,广发养老指数C,0.8211,-5.93%,-19.63%,-24.70%,-23.86%,--,-14.05%
002983,长信国防军工量化混合,0.6417,-10.15%,-10.80%,-20.75%,-31.36%,--,-35.09%
002984,广发中证环保ETF联接C,0.4803,-8.95%,-17.35%,-32.29%,-40.50%,--,-35.99%
002985,中银季季红定开债,1.0052,0.72%,1.74%,3.50%,5.49%,--,6.64%
002986,泰康丰盈债券,1.0697,0.30%,-1.30%,0.77%,4.46%,--,7.09%
002987,广发沪深300ETF联接C,1.4894,-0.95%,-7.82%,-16.09%,-16.59%,--,2.78%
002988,平安大华鼎信债券,1.0410,0.79%,2.03%,3.74%,6.44%,--,9.88%
002989,融通通乾研究精选混合,0.8841,-1.48%,-11.20%,-18.29%,-16.31%,--,4.98%
002991,嘉实稳鑫纯债债券,1.0422,0.45%,1.64%,3.00%,4.50%,--,4.26%
002994,招商招裕纯债A,1.0730,0.42%,1.43%,2.70%,4.67%,--,7.77%
002995,招商招裕纯债C,1.0565,0.41%,1.37%,2.59%,4.46%,--,6.06%
002996,长信稳健纯债债券A,1.0664,0.63%,1.85%,2.25%,3.97%,--,6.66%
002997,工银瑞享纯债债券,1.0140,0.84%,2.40%,4.07%,5.98%,--,6.18%
003000,招商丰德灵活配置混合A,0.8832,-2.68%,-7.90%,-14.23%,-17.38%,--,-12.22%
003001,招商丰德灵活配置混合C,0.8700,-2.70%,-7.95%,-14.31%,-17.53%,--,-13.54%
003002,国金及第七天理财,0.8467,0.27%,0.96%,2.07%,4.52%,--,8.28%
003003,华夏现金增利货币A/E,0.7427,0.24%,0.77%,1.87%,4.04%,10.21%,60.71%
003004,招商睿祥定开混合,1.0199,0.48%,1.36%,-0.08%,0.08%,--,1.72%
003009,中融盈泽债券A,1.1046,0.42%,1.49%,2.48%,18.19%,--,20.33%
003010,中融盈泽债券C,1.1042,0.39%,1.41%,2.62%,18.10%,--,20.28%
003013,中融恒泰纯债A,1.0291,0.65%,1.54%,3.15%,5.55%,--,8.48%
003014,中融恒泰纯债C,1.0498,0.62%,1.53%,3.10%,6.29%,--,9.51%
003015,中金沪深300A,1.0132,-0.75%,-7.96%,-14.44%,-13.51%,--,1.24%
003016,中金中证500A,0.8063,-8.77%,-16.12%,-25.36%,-27.86%,--,-19.25%
003017,广发中证军工ETF联接A,0.6326,-10.72%,-10.19%,-23.05%,-30.64%,--,-36.78%
003021,中欧强裕债券,1.0139,0.31%,0.95%,1.62%,3.78%,--,1.30%
003022,建信现金添益货币A,0.8363,0.27%,0.90%,1.98%,4.22%,--,8.51%
003023,博时景发纯债债券,1.0105,0.39%,1.45%,2.22%,2.37%,--,1.03%
003024,平安大华惠金定开债,1.0768,0.27%,2.68%,4.02%,5.86%,--,7.67%
003025,新华红利回报混合,0.9823,-1.18%,-2.65%,-4.51%,-5.05%,--,-1.76%
003026,安信新价值混合A,1.1309,0.09%,-0.80%,-1.40%,2.08%,--,18.10%
003027,安信新价值混合C,1.1248,0.08%,-0.85%,-1.49%,1.80%,--,17.48%
003028,安信新优选混合A,1.0110,0.33%,-0.86%,-0.87%,2.16%,--,10.01%
003029,安信新优选混合C,1.0033,0.32%,-0.89%,-0.92%,2.05%,--,9.23%
003030,安信新目标混合A,1.0654,0.68%,1.08%,1.61%,3.18%,--,8.46%
003031,安信新目标混合C,1.0473,0.65%,1.03%,1.50%,2.96%,--,6.65%
003032,平安大华医疗健康混合,0.8793,-4.13%,-18.16%,-15.65%,--,--,-13.37%
003033,南方荣冠定开混合,1.0079,0.60%,1.00%,1.72%,2.23%,--,0.80%
003034,平安大华交易型货币A,1.2975,0.25%,0.83%,1.88%,4.15%,--,8.00%
003035,广发安祥回报混合A,,,,,,,
003036,广发安祥回报混合C,,,,,,,
003037,广发集瑞债券A,1.0569,0.70%,2.00%,3.34%,5.75%,--,8.07%
003038,广发集瑞债券C,1.0528,0.67%,1.90%,3.15%,5.33%,--,7.23%
003039,广发集富纯债A,1.0771,0.56%,1.41%,2.73%,6.22%,--,21.83%
003040,广发集富纯债C,1.0401,0.58%,1.86%,3.26%,5.74%,--,6.16%
003041,鑫元得利债券,1.0655,0.52%,0.92%,2.13%,4.41%,--,6.54%
003042,交银活期通货币A,0.7669,0.24%,0.82%,1.79%,3.86%,--,7.99%
003043,交银活期通货币E,0.8326,0.26%,0.88%,1.92%,4.11%,--,8.55%
003044,东方红战略精选混合A,1.0081,-0.06%,-3.02%,-4.61%,-3.13%,--,5.81%
003045,东方红战略精选混合C,0.9991,-0.09%,-3.11%,-4.80%,-3.53%,--,4.88%
003046,招商信用定开债人民币,1.0040,0.80%,6.80%,6.35%,0.50%,--,0.60%
003047,招商信用定开债美元,0.1458,0.69%,0.69%,-3.31%,-3.95%,--,-2.67%
003050,农银汇理金丰一年定开债,1.0386,0.67%,1.51%,2.68%,3.74%,--,4.77%
003051,农银汇理金利一年定开债,1.0468,0.51%,1.48%,2.71%,2.43%,--,4.70%
003053,嘉实文体娱乐股票A,0.8150,-12.24%,-18.46%,-27.05%,-26.13%,--,-18.30%
003054,嘉实文体娱乐股票C,0.8086,-12.24%,-18.51%,-27.16%,-26.36%,--,-19.00%
003056,嘉实稳泽纯债债券,1.0274,0.74%,1.67%,3.74%,6.17%,--,8.39%
003059,长信先利半年定期开放混合,0.9558,-0.53%,-0.54%,-1.58%,-2.21%,--,-4.30%
003062,银华通利混合A,1.0543,0.06%,0.26%,0.94%,2.06%,--,5.40%
003063,银华通利混合C,1.0366,0.03%,0.18%,0.79%,1.73%,--,3.64%
003064,南方荣欢混合,1.0399,0.48%,1.46%,2.47%,4.53%,--,3.90%
003065,光大保德信尊富18个月定开债A,0.9822,0.43%,1.22%,-3.69%,-1.74%,--,-1.74%
003066,光大保德信尊富18个月定开债C,0.9783,0.39%,1.11%,-3.90%,-2.15%,--,-2.14%
003069,光大保德信量化优选股票,0.7192,-8.75%,-17.96%,-28.24%,--,--,-27.80%
003071,中融睿祥定期开放债券A,1.0179,0.69%,2.56%,3.35%,5.33%,--,5.66%
